,0,1,2,3,4,5,6,7,8,9,10,11
0,0.02173913043478265,0.3212267958030669,0.0,0.2516107566077712,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.0,0.47914985203120797,0.2,0.009635951037912947,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2,0.21739130434782616,0.45843422114608545,0.6000000000000001,0.05311516199012881,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3,0.32608695652173914,0.18146354587032543,0.0,0.3330100272285437,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4,0.30434782608695654,0.34759214420231366,0.0,0.04381555710256758,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5,0.28260869565217395,0.2631154156577884,0.0,0.042056001729486675,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6,0.6086956521739131,0.47027172450901256,0.2,0.11362936944244184,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7,0.4130434782608696,0.3169222491256388,0.6000000000000001,0.09832041277736042,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,0.4130434782608696,0.37315039009954254,0.4,0.08435209519315112,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,0.9130434782608696,0.26580575733118106,0.0,0.44376543744626246,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10,0.15217391304347827,0.2760290556900725,0.0,0.02553046790499982,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,0.9565217391304348,0.2779122948614473,0.0,0.42597712874813537,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12,0.10869565217391308,0.4960990045735808,0.0,0.011252759301710245,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
13,0.8260869565217392,0.6419155232714555,0.0,0.15912328770583337,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
14,0.19565217391304346,0.7040624159268227,0.0,0.6143778471314506,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15,0.02173913043478265,0.23244552058111378,0.2,0.011418668956731968,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
16,0.7391304347826086,0.39870863599677153,0.2,0.15444031290828458,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17,0.10869565217391308,0.21213344094700015,0.0,0.020324453901430985,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
18,0.8260869565217392,0.6548291633037395,0.0,0.15132849009338453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
19,0.26086956521739135,0.5203120796341134,0.0,0.5700944516179831,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
20,0.9130434782608696,0.5392789884315308,0.0,0.19325223418153037,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
21,0.26086956521739135,0.4422921711057304,0.2,0.048330917497051866,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22,0.0,0.48802797955340327,0.0,0.00024161930335090884,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
23,0.34782608695652173,0.42937853107344637,0.2,0.5838922129914099,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
24,0.4130434782608696,0.3245897228948076,0.4,0.0811196351168271,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25,0.8913043478260869,0.3163841807909604,0.6000000000000001,0.2055795234697077,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26,0.9782608695652173,0.1916868442292171,0.0,0.21277364560712603,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27,0.8043478260869565,0.45238095238095233,0.4,0.17792522921483908,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,0.10869565217391308,0.038337368845843434,0.2,0.02639036564350806,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
29,0.28260869565217395,0.5472154963680386,0.4,0.5999998983855238,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
30,0.08695652173913049,0.5283831046542911,0.0,0.5501116919552159,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
